cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
31900,Pearland,320912.0,48,Texas,TX,80.41727,80.13962,80.84959,80.48629,80.53658,79.33408,79.86145,79.2092,82.42458,81.98098,81.34621,80.72791,81.92788,81.48608,82.63139,82.39233,83.99037,83.82384,84.55069,84.43131,84.35407,84.10638,84.23393,83.89689,84.7588,84.63301,85.84089,85.76389,85.41422,85.38261999999999,86.14185,86.11721999999999,84.35598,84.42424,86.81705,86.80309,87.13678,86.45285,89.29424,89.36505,73.87550999999999,74.93692,74.68835,75.06205,74.11575,77.73132,77.11468,77.57019,77.06801,78.86925,78.23259,79.53694,79.06094,77.11861999999999,76.97317,79.95031999999999,79.90674,80.74871999999999,80.71495,82.57539,82.37656,79.9465,79.72462,83.20640999999999,83.09286,83.03888,83.00867,81.85598,81.89990999999999,81.80528000000001,81.90183,83.42012,83.48791999999999,84.41841,84.48418000000001,82.83749,82.4938,85.07946,85.2704,35633,41265,42124,38699,37150,36108,35581,36628,38558,38158,37794,38975,41482,44996,48782,52553,56568,56360,49033,31597,27924,33490,34775,34894,35152,36769,38361,38695,39226,39635,40353,42055,45449,48644,52036,55073,58320,56703,48788,30255
32000,Houston,4504013.0,48,Texas,TX,81.03543,80.88315,81.89846,81.70615,82.18656999999999,81.75875,82.85419,82.23629,83.42545,82.79023000000001,82.96784,82.35128,83.39433000000001,82.83492,84.30363,83.67905999999999,84.75365,84.20236,84.31598000000001,83.75293,84.81975,84.2342,84.18030999999999,83.6216,85.4668,84.96682,85.47813000000001,85.00092,85.50271,85.04709,86.44415,86.01357,87.33158,86.95605,87.27725,86.96139000000001,88.1883,87.85659,88.99324,88.84033000000001,75.22165,76.5,76.24505,77.18845,76.71095,78.2527,77.59373000000001,78.30643,77.68313,78.26276,77.69331,79.52377,78.98543000000001,79.58693000000001,79.0032,80.28085,79.78455,80.2395,79.76056,80.79418000000001,80.30428,80.8242,80.37459,81.76933000000001,81.37921,82.21629,81.85284,82.97976,82.66534,83.70435,83.4162,83.75391,83.50893,85.02803,84.85301,86.08326,85.9165,87.06667,87.01714,525180,625906,636726,588038,556303,547247,543430,541188,537675,521994,492922,471208,462106,469326,490855,526998,580187,650992,747403,842816,486649,550120,560119,553078,540422,532865,522887,512112,498695,480211,469603,460347,465239,481148,510386,550604,605965,672664,763335,849523
32100,Beaumont,497770.0,48,Texas,TX,78.53711,79.66977,80.5043,81.41755,81.60453000000001,82.29456,82.03979,82.64395999999999,82.67918,83.21726,82.91671,83.26286,83.8365,84.23721,83.47112,83.88438000000001,85.09829,85.49783000000001,84.23999,84.68030999999999,84.36584,84.8416,85.14092,85.64695,85.54987,85.81904,87.03381999999999,87.1812,84.88081,85.13644000000001,86.76249,86.99449,87.69494,87.90884,87.73474,87.99969,87.75305999999999,88.08625,87.0807,87.29646,74.73369,73.97125,74.99651,73.67723000000001,74.50488,76.30677,76.93268,77.33596,77.92761999999999,78.86825,79.24191,78.90773,79.36683000000001,79.09875,79.52874,80.11126999999999,80.59141,80.80242,81.24491,81.03935,81.49766,82.23586999999999,82.73772,81.80769000000001,82.07096,83.47198,83.60269,82.25811999999999,82.50065,81.68636,82.00249000000001,82.17284000000001,82.50469,84.54332,84.8521,84.28368,84.69798,85.58296999999999,85.76939,71636,79890,78904,69650,63742,59883,56784,55270,54215,53911,53570,53225,54690,55203,56171,56250,53836,48068,35906,28237,56113,60529,59733,56852,56378,57480,56382,56080,56600,56408,57086,57764,58217,58317,57177,55700,52280,44804,32520,25986
32801,Waco,281618.0,48,Texas,TX,77.48331,78.24823,78.58107,79.18496,82.70274,82.62955,79.74635,80.10491999999999,80.26283000000001,80.63085,84.42654,84.65908,82.50839,82.53601,82.39074000000001,82.6335,83.58482,83.71896,84.04646,84.10413,83.90946,84.03206999999999,85.80223000000001,85.85488000000001,83.99194,84.29381,85.5765,85.91232,85.62745,85.77503,87.64435999999999,87.61945,85.6802,85.78011,88.84546999999999,89.03559,86.12897,86.42430999999999,88.31177,88.31134,73.91674,74.25404,74.70195,75.45732,75.31488,76.16577,76.44719,77.32812,77.54953,76.3903,76.66846,78.52545,78.47117,77.41454,77.58891,79.28497,79.4244,80.99095,81.01826,80.68326,80.75798,80.50835,80.53067,82.25412,82.47113,82.75446,83.06461,83.66963,83.85215,84.53819,84.66039,84.1045,84.28831,85.33919,85.6327,87.1318,87.31260999999999,83.72215,83.98734,36028,38608,40986,40698,38561,35974,34456,33494,33524,32099,31728,31380,30975,30110,28573,27226,24044,20790,18310,16794,30264,33409,36306,38555,38105,35879,34362,33559,32141,31523,31204,30147,29430,28282,26801,24951,21935,18579,16413,15193
32900,Killeen,330714.0,48,Texas,TX,81.9806,81.33202,80.40326999999999,79.67941,79.99973,79.28573,80.1872,79.34186,80.25063,80.75218000000001,82.68056999999999,82.48524,83.25015,82.69649,83.02808,82.45961,81.9361,81.82047,82.30583,82.58955999999999,84.56244000000001,84.68146999999999,83.27016,83.26883000000001,85.95785,85.93448000000001,84.04253,84.05057,87.20546,87.23634,82.77471,82.95959,87.26849,87.41326,88.02625,88.35307,86.119,85.65289,88.74240999999999,88.51687,72.79245999999999,74.09309,74.08584,75.44707,75.35606,75.20465,74.90160999999999,78.47685,79.02639,77.7121,77.78856999999999,78.39922,78.2228,78.80363,78.59763000000001,77.84637,77.9137,81.12334,81.38651999999999,80.48106,80.76033000000001,79.8572,80.0914,82.24608,82.43943,83.90165999999999,84.06514,82.15883000000001,82.3825,86.6871,86.82406999999999,83.85051,84.09148,85.29484000000001,85.64598000000001,85.01358,84.96682,86.84633000000001,86.90058,35959,39534,41936,41299,39724,39850,40218,40176,40487,39466,39222,39051,38295,36514,35036,32677,28878,24386,19016,15240,27603,32251,35058,36718,37559,38708,40175,40781,40544,39950,39362,38753,37578,35629,33922,30844,26394,21749,17405,13739
33000,Fort Worth,1804370.0,48,Texas,TX,79.83198,80.12063,80.75884,80.91847,81.52367,81.15725,81.75303000000001,81.44654,82.84962,82.78905999999999,82.66859000000001,82.64838,82.7478,82.72636,82.68474,82.73100000000001,83.15731,83.21497,84.57225,84.51085,84.81635,84.7504,84.39441,84.40736,83.54921,83.46646,84.81551,84.67018,85.62529,85.60263,86.7294,86.78647,86.94469000000001,87.00268,87.02849,87.0901,88.81425,88.7817,88.19502,88.30063,73.52393000000001,75.8364,75.9736,76.1633,75.84996,76.48087,76.24072,77.67328,77.63525,77.05435,77.04569000000001,78.3938,78.38452,78.7781,78.81706,79.04123,79.10205,80.5795,80.5578,79.97700999999999,79.98238,81.63231999999999,81.67801,82.27418,82.20999,82.70634,82.6206,82.18135,82.22877,84.02785,84.12785,84.16859000000001,84.2823,84.59173,84.71588,85.57794,85.62482,86.34467,86.52837,194961,206240,216661,222789,225357,223035,224816,231856,236272,231888,224652,222201,224695,231123,239111,250507,262224,269395,264409,243871,182445,189708,198789,207907,210018,210800,214189,219121,219077,218868,220899,223058,228194,234799,242615,253692,261330,264405,258278,237381
33100,Dallas,3405666.0,48,Texas,TX,80.65483,80.98846999999999,81.43603,81.64678,82.55362,82.40348,82.50364,82.30792,83.09074,82.66234,82.73897,82.47737,83.74003,83.55807,84.58778000000001,84.32743,83.41356,83.16773,84.89469,84.55801,85.63122,85.34444,85.3106,85.15945,85.9091,85.71705,85.48141,85.28914,86.07639,85.90155,86.72913,86.55933,87.36498,87.21806,87.6352,87.53178,88.34212,88.37487,88.72131,88.8087,75.66095,77.39256,77.47868000000001,77.51843000000001,77.32396999999999,78.0234,77.80152,78.55747,78.13729000000001,78.16521,77.92300999999999,79.25093000000001,79.07293,79.68106999999999,79.46644,80.32202,80.10823,80.91315,80.63946999999999,80.83337,80.6251,81.41796,81.33918,82.39058,82.26957,82.76262,82.63197,82.77749,82.69748,83.14473000000001,83.08648000000001,83.9874,83.94225,84.65971,84.6695,85.8645,85.99278000000001,87.17673,87.31727,356828,377388,393637,399696,408961,414455,418817,425876,428251,415623,395059,380164,380818,388029,409461,436404,474846,523311,579759,630185,348522,367632,384628,400522,402975,397094,389681,381647,373773,364628,357216,359034,365626,383708,411740,443320,483433,533134,593793,641601
33300,Tyler,434643.0,48,Texas,TX,78.74445,79.4688,81.7165,82.30456,81.38869,81.812,82.10913000000001,82.54629,81.39350999999999,81.86541,83.32414,83.80503,83.90474,84.25645,83.67599,84.03986,84.32146,84.67867,85.68973000000001,85.97079000000001,84.88387,85.20895,84.02172,84.39896999999999,84.14357,84.51614000000001,86.16788000000001,86.461,86.72076,87.02082,85.14896999999999,85.5732,88.30614,88.54936,87.65725,87.93283000000001,86.44085,86.84612,90.58406,90.73458000000001,75.1324,74.97572,75.61201,75.52831,75.97398000000001,75.5183,75.9819,77.57034,77.94856999999999,77.24772,77.77048,78.27045,78.64747,79.97408,80.35083,80.28456,80.63161,81.18185,81.50669,80.93822,81.30171999999999,81.43857,81.806,81.24077,81.62368000000001,82.98433,83.3021,81.91224,82.29816,84.86268000000001,85.18137,85.28471,85.57526,83.64853000000001,83.94073,82.75704,83.17074000000001,83.14339,83.58778000000001,60860,67471,69305,65347,61291,58848,57454,55731,54336,52235,50955,50118,49203,47506,45523,42412,38836,34677,30768,32740,49698,56971,60245,57479,56134,56850,54987,53141,51881,50658,49599,47999,46858,44641,42298,38852,34694,30799,27756,30203
33400,Longview,289849.0,48,Texas,TX,79.72453,80.9429,80.62086,81.68526,80.83955999999999,81.55745999999999,81.28697,82.10162,83.7308,84.24716,82.1562,82.65946,83.15417,83.7511,81.78938000000001,82.26076,84.37846,84.81889,83.55759,84.17466999999999,85.97344,86.37812,84.83031,85.23867,83.96321,84.26279,84.7018,84.92584000000001,85.0378,85.38474000000001,85.99794,86.41556,87.81886,88.16826999999999,87.36144,87.76017,86.42877,86.63157,87.99354,88.20676999999999,74.65716,72.99828000000001,74.12566,74.79523,75.54757,75.13724,75.97693000000001,77.75509,78.33739,77.88557,78.36511,77.68121,78.3251,79.67397,80.13463,78.79969,79.34653,80.71152,81.31206999999999,80.37968000000001,80.92305,82.23608,82.65763000000001,82.04309,82.32719,81.98311,82.2227,83.24376,83.57478,85.30842,85.67055,84.19566,84.61493,83.30523000000001,83.84489,85.34778,85.48357,83.4846,83.84492,41004,44962,47696,45396,39980,37077,35499,34733,34784,33803,34271,34402,33971,33540,32595,30107,27027,22931,18831,18798,31079,34846,36823,36807,36251,37218,37336,37787,37027,37331,36857,35671,35099,33661,31681,28389,25022,20517,17419,17615
33803,Oklahoma City,1154246.0,40,Oklahoma,OK,77.25616,77.89234,78.32739000000001,78.86978,80.10463,80.44559,80.1076,80.50595,81.59124,81.93571999999999,81.6602,81.92538,82.45443,82.73585,83.27328,83.57975,83.52651999999999,83.77056,83.76493,84.04155,84.80529,85.06316,84.5777,84.7923,84.53956,84.84742,84.82455,85.15604,86.68159,86.87266,85.58076,85.7646,85.91196,86.12736,86.37303,86.65366999999999,88.01680999999999,88.23701,88.64371,88.81754000000001,72.71566999999999,73.91015,74.46189,74.73973000000001,75.08858000000001,75.08227,75.46854,76.91502,77.28232,77.13578000000001,77.45543,78.66557,79.01019000000001,79.01786,79.38589,79.70753,80.03662,79.66242,80.02618000000001,80.97927,81.32635,80.92619,81.2147,80.98953,81.36129,82.23634,82.60643,83.05193,83.35117,83.7627,84.01597,83.56606,83.84361,84.48472,84.77582,86.26276,86.53276,86.59495,86.80305,141147,139218,143548,149471,152061,152649,152781,151565,148026,146335,144486,142867,142094,141713,140157,137803,132167,122082,106278,105078,124457,125424,131530,136033,137561,138852,139387,139642,139403,139441,138502,138075,137366,136392,134386,131455,123821,112455,97242,99940
34102,Anchorage,369296.0,2,Alaska,AK,80.54955,80.0116,81.80481999999999,81.46461,82.99509,82.8599,82.12904,81.95815999999999,82.71834,81.90128,84.03153,83.87416999999999,84.10616,84.25455,83.91093000000001,83.78248,84.17973,83.95795,83.86884,83.64761,85.48495,85.30074,86.13654,86.01572,85.42537,85.04229000000001,85.47253,85.01431,87.80589,87.45558,85.66391,85.29009,87.902,87.71579,88.00303000000001,88.06615,87.43441,87.62212,88.91025,89.0692,72.82803,76.09699,76.06853000000001,77.55927,77.75896,76.97501,77.16478000000001,77.0932,76.95866,79.19023,79.36948000000001,79.74501,80.02646999999999,80.82918000000001,81.02654,81.73522,81.87894,81.17226,81.40048,81.40565,81.59685,82.83965,82.96306,82.55804,82.61383000000001,84.45088,84.4551,83.26507,83.30736,83.89480999999999,83.93505,86.37225,86.43836999999999,86.46970999999999,86.65269,87.06752,87.2851,87.91003,88.08219,38145,31593,29959,31106,34561,38771,41887,44652,47814,48090,49748,50848,52426,55429,60379,66378,72705,78109,74371,56879,39462,37298,33933,34650,36246,37485,39765,44045,47048,49489,51736,54247,57034,61657,66049,71526,77478,80723,73612,54518
34701,Honolulu,876156.0,15,Hawaii,HI,82.92322,78.76151,84.2258,80.2021,83.99051,79.83495,85.94674,82.18385,84.70302,80.33617,86.22492,82.0489,86.94058000000001,82.98982,85.98302,81.85947,84.83957,80.6693,86.96636,83.26304,85.82625,81.68712,86.7888,82.75093000000001,86.48165,82.41328,85.9589,81.81039,87.75617,83.88346999999999,88.48214,84.79802,87.67197,83.75197,89.06792,85.82996,89.40382,86.13096999999999,90.08357,87.68053,74.70831,77.69724000000001,75.32093,77.48351,75.18281,78.73664000000001,76.41991999999999,79.60403000000001,77.07670999999999,80.08842,77.55632,80.9772,78.55888,81.46584,79.20416999999999,81.98673000000001,79.94601,81.14145,79.13144,82.79131,80.74429,83.10186999999999,81.02353000000001,82.6044,80.54124,83.26574000000001,81.29455,84.67098,82.6923,84.92605,82.97545,85.08211999999999,83.2132,86.22731,84.63942,87.01876,85.42129,88.4239,87.35956,93579,83281,83234,87589,97325,106521,110428,110773,108842,108745,108054,108251,112007,114596,120664,127264,132025,129621,113357,85952,85151,83549,83892,88394,95587,97583,101081,103793,107441,109672,111144,113027,116449,119611,124300,127594,127696,121387,103526,78131
34901,Albuquerque,755244.0,35,New Mexico,NM,80.46571,78.03842,83.54521,81.5261,83.71686,82.14959,82.97740999999999,81.33251,84.27986999999999,82.75915,84.8697,83.56368,84.31260999999999,83.16728,84.85301,83.54351,84.53203,83.12128,86.36365,85.16764,87.46961999999999,86.56949,85.14873,84.25362,85.39469,84.56266,87.09875,86.3615,86.44412,85.88518,86.6273,86.19922,86.42057,86.04392,86.99287,86.76823,88.84415,88.57123,89.37846,89.11832,72.44369,77.3081,75.2403,77.47577,75.82735,79.02199999999999,77.32271999999999,78.02065999999999,76.49805,80.31642,78.98453,80.10027,79.04202,80.72638,79.42564,81.55778000000001,80.18121,81.89489,80.65225,82.56996,81.59161,84.31829,83.49576,84.08959,83.35175,84.76411,84.06832,84.90352,84.37921,84.48956,84.05841,85.5271,85.18273,85.79802,85.60505,86.35501,86.19254000000001,87.20953,87.04408000000001,108073,99226,100145,103007,105140,108862,109647,109122,104810,100169,96500,95134,94413,94737,94203,93175,94028,94998,90913,69423,101987,95225,94738,98213,97560,96031,95638,93173,90718,89153,88889,89036,90094,90621,89452,89910,89828,90890,83599,62306
35001,Phoenix,3303211.0,4,Arizona,AZ,80.72705,80.1195,81.67586,81.20100000000001,82.40434,81.93843000000001,82.66645,82.39616,83.2641,83.03761,83.95128000000001,83.72707,84.45402,84.24131,83.91875999999999,83.72808,84.96654000000001,84.79543000000001,85.82436,85.60226999999999,85.16954,85.01100000000001,85.64021,85.55157,85.66292,85.57865,86.14952,86.06745,86.64575,86.59849,86.63978,86.62538,86.82111,86.84200000000001,87.46231,87.49944,88.55479,88.57184000000001,88.70303,88.79635999999999,74.51163000000001,76.88565,76.4098,77.37785,76.92841,78.17612,77.90644,78.28835,78.08095,78.67421999999999,78.47761,80.12637,79.93037,80.21592,80.09334,80.20483,80.09568,81.54141,81.38203,82.03385,81.8965,81.83253,81.79075999999999,82.71072,82.68155,83.51314,83.48347,83.48561,83.51902,84.27096999999999,84.32786999999999,84.35851,84.45069000000001,85.10876,85.23024000000001,85.75378,85.86896999999999,87.08458,87.24104,358701,344063,347821,365580,387218,406846,423594,428941,423527,413090,401792,398682,398105,401880,407217,413137,424084,428514,428878,417215,369859,363856,367851,376222,377701,382960,387883,388162,381710,374573,373167,373808,378384,385141,395804,403368,413164,417758,419722,408176
35100,Tucson,999882.0,4,Arizona,AZ,82.20983000000001,80.99763,82.90765,81.93738,82.4221,81.42321,83.38693,82.23904,83.75233,82.91467,83.2782,82.61012,84.86282,84.30164,85.48399,84.86949,84.67185,84.06834,85.54726,85.01008,85.59775,85.27186,86.34496999999999,86.1493,86.44149,86.21646,84.81478,84.65308,86.52411,86.32185,87.34642,87.12275,87.10934,86.94321,87.53461,87.48331,88.4226,88.38784,89.48829,89.46095,74.07359,77.00563000000001,76.09281999999999,77.44464,76.53623,79.9,78.84184,79.51106,78.83046,79.95254,79.42484,81.65841999999999,81.17673,81.36555,80.86689,81.56804,81.08574,83.15535,82.74750999999999,82.95115,82.69838,82.69674,82.57085,81.56307,81.45891999999999,82.85803,82.72483000000001,84.49443000000001,84.39321,85.79606,85.67371999999999,85.11101,85.04544,84.84411999999999,84.90275,86.18356,86.24043,86.35628,86.4841,132053,139658,141294,139898,136726,135487,134250,131967,126787,123365,119868,117588,117263,115479,114874,114073,111999,108423,103180,90257,125060,131762,138342,134616,126584,123468,121749,117966,114532,112520,110732,109630,109673,108355,108916,107005,103142,98871,92447,79170
35401,Flagstaff,289883.0,4,Arizona,AZ,83.65003,83.66338,83.05651999999999,83.22655,83.55933,83.70634,82.33230999999999,82.58569,82.12903,82.33353000000001,82.05384000000001,82.40384,84.30733000000001,84.52039,86.03050999999999,86.11703,86.90274000000001,86.9435,86.02597,85.96651,86.32041,86.39808000000001,86.6945,86.87115,86.58961,86.65635999999999,85.14059,85.23589,88.38506,88.45509,88.87363,89.01449000000001,87.59995,87.81271,86.56375,86.83646,87.31548000000001,87.39348000000001,88.15,88.26325,76.48253000000001,76.84083000000001,77.03748,79.49072,79.59339,79.34534000000001,79.53844000000001,79.88831,80.01231999999999,82.10548,82.26054,81.37142,81.61089,83.15694,83.30339000000001,82.73731,82.81371,85.67399,85.63091,82.69493,82.84640999999999,85.75027,85.88309,85.16048,85.2449,83.48963,83.60273000000001,84.97958,85.11309,86.66702,86.81866,86.34698,86.50001999999999,86.20703,86.40581999999999,85.35258,85.53193,87.47372,87.57336,48770,49395,47098,46500,46054,46713,45486,44658,41753,40684,40535,40015,39666,38151,35871,33908,31925,29569,26401,24737,44466,45423,44552,43491,42610,42112,41888,40192,38797,38001,37687,36735,35781,33307,31637,30027,27436,25432,22051,21018
35801,Boise,493970.0,16,Idaho,ID,81.81891999999999,82.00836,82.56286999999999,82.75816,83.59286999999999,83.54288000000001,83.05986,82.88413,84.88857,85.01151,84.02060999999999,84.2008,85.52213,85.71748000000001,84.50218000000001,84.71458,87.06406,87.12026999999999,85.99955,86.17182,86.55999,86.74162,88.54826,88.7023,84.07992,84.46653,87.10941,87.38614,86.37965,86.53644,86.77934,86.82906,87.72462,87.82578000000001,88.78045999999999,89.03631999999999,89.98872,89.92541999999999,88.75429,88.92023,76.7015,76.34852,76.51934,78.42799000000001,78.41968,78.38705,78.31364,81.17219,81.35979,81.47858000000001,81.62856,81.74473,81.98964000000001,83.47171999999999,83.59954,82.23451,82.41608000000001,82.28135999999999,82.50449,83.22879,83.45505,83.64019,83.89487,85.5887,85.85637,84.00967,84.36570999999999,85.06314,85.2585,85.07001,85.2103,87.05711,87.18074,87.97229,88.15862,87.13861999999999,87.24292,87.82042,87.93952,53347,54438,57096,63248,66566,69169,68882,69833,72130,73207,73925,73636,71928,69755,67582,65427,62493,58801,53065,51330,49065,53358,57723,62115,65152,67489,68936,70736,71766,71775,72649,71506,70430,68251,66454,63435,60121,57027,51916,50161
36000,Provo,389179.0,49,Utah,UT,82.9164,82.67596,81.36703,81.6105,84.25854,84.56702,84.78114000000001,84.58569,83.64433000000001,83.39196,85.86978,86.05454,86.78236,86.8146,84.22421,84.31945,86.2541,86.19337,86.53419,86.72644,85.44193,85.73094,87.6359,87.76509,86.24055,86.47027,86.74348,86.99087,86.97381999999999,87.1489,88.60284,88.64950999999999,89.15274000000001,89.25933,91.42664,91.50898000000001,89.5948,89.73985,87.40448,87.5966,76.65432,79.95684,79.90038,80.08606999999999,80.26052,81.41225,81.27131999999999,80.66224,80.4234,78.89206,79.23406999999999,81.44334,81.59188,80.63589,80.71152,81.50633,81.58284,83.7015,83.98714,82.1805,82.5348,85.87853,85.99642,83.48988,83.74280999999999,84.43613,84.71355,86.38469,86.55394,86.66091999999999,86.7989,88.08728,88.23463000000001,88.41906,88.64567,90.15805999999999,90.25406,89.4621,89.52664,26203,25316,25365,26485,28102,29070,29699,31125,33780,37221,40808,42886,44947,45765,45263,44329,41023,36280,30283,29674,22631,22699,24262,25023,26682,27806,29635,32506,36303,39327,42321,44650,45839,46235,45692,43120,39505,34421,29335,29508
36100,Salt Lake City,1426729.0,49,Utah,UT,80.5079,80.13221999999999,82.49167,82.20354,82.29855,82.09137,82.63239,82.56197,83.23888000000001,83.10835,84.98901,84.9466,85.31975,85.0954,84.60719,84.38991999999999,84.72202,84.60941,86.11579,86.03754,85.08166999999999,85.01764,86.35864000000001,86.28963,86.02450999999999,86.05618,87.11137,87.15569,86.71091,86.79827,88.38589,88.43774,89.47213,89.51162,88.7207,88.81754000000001,90.27998000000001,90.33324,89.55708,89.68635,73.2882,77.23351,77.05700999999999,77.6728,77.42769,77.65375999999999,77.59934,78.88939,78.77383,78.89101,78.94896999999999,79.55609,79.42081,81.80032,81.64799000000001,82.10334,82.10965,82.90313,82.93665,83.69475,83.71226999999999,83.51706,83.57449,85.09055,85.14903000000001,84.62513,84.7345,85.72521,85.82137,85.54245999999999,85.69481,84.90428,85.10075,87.1253,87.26702,86.773,86.95198,89.02922,89.1655,114204,102445,105955,116737,128917,134713,139816,147347,156031,166145,174961,182001,188430,194978,198344,197352,191596,174407,153772,150895,113558,106428,109124,115940,123544,129051,140054,150534,161542,171057,179863,186685,194037,198473,198746,194061,183459,165466,148189,147735
36301,Pocatello,269722.0,16,Idaho,ID,79.08482,79.24884,81.55657,81.72462,82.15462,82.37589,81.76804,82.08078,83.95737,84.18185,85.13039,85.28753,83.55238,83.69775,85.44671,85.61551999999999,85.62168,85.91331,84.56470999999999,84.84315,87.12348,87.24316,88.04814,88.22200000000001,87.63821999999999,87.74575,86.71873000000001,86.81582,88.25275,88.39031,87.29157,87.56028,87.44863000000001,87.72598,87.47681,87.76665,87.67456,88.01971,88.1816,88.24920999999999,76.07273,77.41497,77.46439000000001,76.69046999999999,76.88816,79.55365,79.8162,80.20245,80.35748000000001,79.26616999999999,79.4763,80.53963,80.61003000000001,82.053,82.2215,83.0081,83.26657,81.1969,81.49539,83.24455,83.48132,81.75335,82.06569,85.44221,85.57423,84.58041,84.73177,86.62849,86.77965,85.80665,86.05353000000001,85.10347,85.37038000000001,87.91293,88.09959,87.22605,87.43926,88.43668000000001,88.49333,25981,26660,28257,28688,29100,29458,29714,30572,32318,33639,34216,34786,35392,35420,33953,31155,28139,23481,18424,14985,22026,24836,27698,28865,29417,30583,32076,33560,34841,34842,36171,36902,36204,35242,33341,29772,25847,21192,16714,13879
36800,Medford,256995.0,41,Oregon,OR,82.4287,82.55034,82.7102,82.93224000000001,83.35486,83.51553,82.96889,83.06574,82.4507,82.62578,83.90268,84.2521,83.74569,84.0838,84.99132,85.24303,85.27209,85.52496,85.16545,85.45593000000001,85.23418000000001,85.48716,85.90711,86.13338,85.57691,85.86435,86.26279,86.55423,85.78643000000001,86.13619,87.51012,87.8297,88.21275,88.45278,84.23064000000001,84.67809,87.27811,87.40984,89.47021,89.53725,75.76553,78.45806999999999,78.67737,77.34707,77.54335999999999,80.2453,80.42905,78.48863,78.73565,80.30986,80.68166,82.28345999999999,82.52795,82.84101,83.09263,82.89875,83.18763,82.38296,82.71555,82.91075,83.25269,83.686,83.99718,83.27344000000001,83.59489,85.27885,85.52641,88.13063000000001,88.27494,86.15039,86.40473,86.20498,86.48855999999999,86.24701,86.55729000000001,87.66985,87.8453,87.89349,88.07738,46295,44802,43085,44015,42912,41593,40034,38743,38672,38370,38527,37106,34218,31576,29037,26101,23722,20681,18430,19187,40230,41847,40264,40308,39965,39398,39022,38504,37133,36337,34770,32916,30546,28112,25133,22837,20852,17961,16185,17029
37000,Modesto,729182.0,6,California,CA,82.5688,81.5483,82.69121,81.72991999999999,82.55825,81.43171,83.91991999999999,82.88001,83.0341,81.82965,84.30145,83.05029,83.61691,82.70039,83.75582,82.84975,84.71573000000001,84.06201,84.62595,84.1123,83.32603,82.63445,83.87966,83.07282,85.57663000000001,85.15508,86.5374,86.2412,85.68758000000001,85.45881999999999,86.67341,86.45535,89.25919,89.02914,88.31625,88.05484,86.71149,86.49061,88.29571999999999,87.95464,76.48977,78.48176,77.53286,80.22445,79.13513,80.21236,79.09982,80.15004,78.95992,79.73468000000001,78.53119000000001,81.08237,80.14962,80.85476,79.98598,81.10215,80.46204,82.74686,82.23159,82.22008000000001,81.53986,83.03005999999999,82.28328,83.34435,82.96691,82.40218,82.18755999999999,84.72625,84.4856,82.97458,82.79493000000001,85.46206,85.27704,85.4331,85.30155,86.47398000000001,86.36780999999999,85.75742,85.59095,101873,98585,93029,90577,88247,87829,87334,87606,85993,84138,83309,83177,82316,79974,76742,73915,70335,65463,54346,40554,84255,95858,95212,94534,91907,90795,91144,91697,90165,87803,85460,83328,79944,77110,74264,69513,66577,61880,49413,36891
